number,description,createdAt,updatedAt
322,"Numel stores magma of almost 2,200 degrees Fahrenheit
within its body. If it gets wet, the magma cools and hardens.
In that event, the Pokémon’s body grows heavy and its
movements become sluggish.","2018-07-18 04:11:11","2018-07-18 04:11:11"
323,"The humps on Camerupt’s back are formed by a transformation
of its bones. They sometimes blast out molten magma.
This Pokémon apparently erupts often when it is enraged.","2018-07-18 03:50:14","2018-07-18 03:50:14"
324,"If the fire burning within its shell goes out, it will
die. Those who wish to raise one in their home
must always keep something flammable at hand.","2018-07-18 03:01:53","2018-07-18 03:01:53"
325,"Spoink keeps a pearl on top of its head. The pearl functions to
amplify this Pokémon’s psychokinetic powers. It is therefore on
a constant search for a bigger pearl.","2018-07-18 03:49:48","2018-07-18 03:49:48"
326,"Grumpig uses the black pearls on its body to wield
its fantastic powers. When it is doing so, it dances bizarrely.
This Pokémon’s black pearls are valuable as works of art.","2018-07-18 03:02:09","2018-07-18 03:02:09"
327,"Each and every Spinda has a slightly different
configuration of spots. There are collectors who
enjoy the tiny differences in their spot patterns.","2018-07-18 04:11:01","2018-07-18 04:11:01"
328,"As it digs through the sand, its giant jaws
crush any rocks that obstruct its path. It builds
a funnel-shaped nest.","2018-07-18 04:11:16","2018-07-18 04:11:16"
329,"To help make its wings grow, it dissolves
quantities of prey in its digestive juices and
guzzles them down every day.","2018-07-18 03:16:16","2018-07-18 03:16:16"
330,"This Pokémon hides in the heart of sandstorms
it creates and seldom appears where people
can see it.","2018-07-18 02:57:39","2018-07-18 02:57:39"
331,"The more arid and harsh the environment, the more pretty and
fragrant a flower Cacnea grows. This Pokémon battles by
wildly swinging its thorny arms.","2018-07-18 02:57:41","2018-07-18 02:57:41"
332,"If a traveler is going through a desert in the thick of night,
Cacturne will follow in a ragtag group. The Pokémon are
biding their time, waiting for the traveler to tire and become
incapable of moving.","2018-07-18 03:15:42","2018-07-18 03:15:42"
333,"Swablu loves to make things clean. If it spots something dirty,
it will wipe and polish it with its cottony wings. If its wings
become dirty, this Pokémon finds a stream and showers itself.","2018-07-18 03:27:14","2018-07-18 03:27:14"
334,"Altaria sings in a gorgeous soprano. Its wings are like cotton
clouds. This Pokémon catches updrafts with its buoyant wings
and soars way up into the wild blue yonder.","2018-07-18 03:50:04","2018-07-18 03:50:04"
335,"Zangoose usually stays on all fours, but when angered, it gets
up on its hind legs and extends its claws. This Pokémon shares
a bitter rivalry with Seviper that dates back over generations.","2018-07-18 03:51:26","2018-07-18 03:51:26"
336,"Seviper’s swordlike tail serves two purposes—it slashes foes
and douses them with secreted poison. This Pokémon will not
give up its long-running blood feud with Zangoose.","2018-07-18 03:02:44","2018-07-18 03:02:44"
337,"Lunatone becomes active around the time of the full moon.
Instead of walking, it moves by floating in midair.
The Pokémon’s intimidating red eyes cause all those who
see it to become transfixed with fear.","2018-07-18 02:58:04","2018-07-18 02:58:04"
338,"Sunlight is the source of Solrock’s power. It is said to possess
the ability to read the emotions of others. This Pokémon gives
off intense heat while rotating its body.","2018-07-18 03:02:28","2018-07-18 03:02:28"
339,"Its slippery body is hard to grasp, so much so
that there are festivals where people compete
to see how many they can catch barehanded.","2018-07-18 03:01:51","2018-07-18 03:01:51"
340,"Sighting Whiscash leaping from the water
is believed to herald an earthquake.","2018-07-18 04:10:32","2018-07-18 04:10:32"
341,"Corphish catches prey with its sharp claws. It has no
likes or dislikes when it comes to food—it will eat anything.
This Pokémon has no trouble living in filthy water.","2018-07-18 02:57:49","2018-07-18 02:57:49"
342,"Crawdaunt molts (sheds) its shell regularly. Immediately after
molting, its shell is soft and tender. Until the shell hardens,
this Pokémon hides in its streambed burrow to avoid attack
from its foes.","2018-07-18 02:58:01","2018-07-18 02:58:01"
343,"As soon as it spots others of its kind, Baltoy congregates with
them and then begins crying noisily in unison. This Pokémon
sleeps while cleverly balancing itself on its one foot.","2018-07-18 02:58:01","2018-07-18 02:58:01"
344,"Claydol is an enigma that appeared from a clay statue made by
an ancient civilization dating back 20,000 years. This Pokémon
shoots beams from both its hands.","2018-07-18 04:10:21","2018-07-18 04:10:21"
345,"Lileep is an ancient Pokémon that was regenerated from a
fossil. It remains permanently anchored to a rock. From its
immobile perch, this Pokémon intently scans for prey with its
two eyes.","2018-07-18 04:08:47","2018-07-18 04:08:47"
346,"Cradily’s body serves as an anchor, preventing it from being
washed away in rough seas. This Pokémon secretes a strong
digestive fluid from its tentacles.","2018-07-18 04:10:14","2018-07-18 04:10:14"
347,"Anorith is said to be a type of Pokémon predecessor, with
eight wings at the sides of its body. This Pokémon swam in the
primordial sea by undulating these eight wings.","2018-07-18 03:16:06","2018-07-18 03:16:06"
348,"Armaldo is a Pokémon species that became extinct in
prehistoric times. This Pokémon is said to have walked
on its hind legs, which would have been more convenient
for life on land.","2018-07-18 03:16:01","2018-07-18 03:16:01"
349,"Although unattractive and unpopular, this
Pokémon’s marvelous vitality has made it a
subject of research.","2018-07-18 03:02:13","2018-07-18 03:02:13"
350,"It lives at the bottom of clear lakes. In times of
war, it shows itself, which soothes people’s
minds and hearts.","2018-07-18 03:50:45","2018-07-18 03:50:45"
351,"Its form changes on its own, due to its cells’
sensitive reactions to temperature and humidity.","2018-07-18 03:15:54","2018-07-18 03:15:54"
352,"Kecleon alters its body coloration to blend in with its
surroundings, allowing it to sneak up on its prey unnoticed.
Then it lashes out with its long, stretchy tongue to instantly
ensnare the unsuspecting target.","2018-07-18 03:51:13","2018-07-18 03:51:13"
353,"Shuppet grows by feeding on dark emotions, such as
vengefulness and envy, in the hearts of people. It roams
through cities in search of grudges that taint people.","2018-07-18 03:51:21","2018-07-18 03:51:21"
354,"A cursed energy permeated the stuffing of a discarded and
forgotten plush doll, giving it new life as Banette.
The Pokémon’s energy would escape if it were to ever open
its mouth.","2018-07-18 04:08:39","2018-07-18 04:08:39"
355,"Duskull wanders lost among the deep darkness of midnight.
There is an oft-told admonishment given to misbehaving
children that this Pokémon will spirit away bad children who
earn scoldings from their mothers.","2018-07-18 02:58:30","2018-07-18 02:58:30"
356,"Dusclops absorbs anything, however large the object may be.
This Pokémon hypnotizes its foe by waving its hands in a
macabre manner and by bringing its single eye to bear.
The hypnotized foe is made to do Dusclops’s bidding.","2018-07-18 03:02:47","2018-07-18 03:02:47"
357,"Children of the southern tropics eat as snacks the fruit that
grows in bunches around the neck of Tropius. This Pokémon
flies by flapping the leaves on its back as if they were wings.","2018-07-18 03:02:27","2018-07-18 03:02:27"
358,"In high winds, Chimecho cries as it hangs from a tree branch or
the eaves of a building using a suction cup on its head. This
Pokémon plucks berries with its long tail and eats them.","2018-07-18 04:08:41","2018-07-18 04:08:41"
359,"Although it’s said to bring disaster, in actuality,
this Pokémon possesses a calm disposition and
warns people of any crises that loom.","2018-07-18 03:50:31","2018-07-18 03:50:31"
360,"Wynaut gather on moonlit nights to play by squeezing up
against each other. By being squeezed, this Pokémon gains
endurance and is trained to dole out powerful counterattacks.","2018-07-18 03:26:41","2018-07-18 03:26:41"
361,"It can only survive in cold areas. It bounces
happily around, even in environments as cold as
-150 degrees Fahrenheit.","2018-07-18 02:58:05","2018-07-18 02:58:05"
362,"Its prey is instantaneously frozen stiff by the
cold air it exhales from its huge mouth. While
they’re in that frozen state, it gobbles them up.","2018-07-18 04:08:44","2018-07-18 04:08:44"
363,"Spheal always travels by rolling around on its ball-like body.
When the season for ice floes arrives, this Pokémon can be
seen rolling about on ice and crossing the sea.","2018-07-18 03:50:57","2018-07-18 03:50:57"
364,"Sealeo often balances and rolls things on the tip of its
nose. While the Pokémon is rolling something, it checks
the object’s aroma and texture to determine whether it likes
the object or not.","2018-07-18 03:50:46","2018-07-18 03:50:46"
365,"Walrein swims all over in frigid seawater while crushing
icebergs with its grand, imposing tusks. Its thick layer of
blubber makes enemy attacks bounce off harmlessly.","2018-07-18 04:08:49","2018-07-18 04:08:49"
366,"Clamperl grows while being protected by its rock-hard shell.
When its body becomes too large to fit inside the shell, it is
sure evidence that this Pokémon is getting close to evolution.","2018-07-18 04:08:18","2018-07-18 04:08:18"
367,"Huntail’s tail is shaped like a fish. It uses the tail to attract
prey, then swallows the prey whole with its large, gaping
mouth. This Pokémon swims by wiggling its slender body
like a snake.","2018-07-18 03:49:51","2018-07-18 03:49:51"
368,"Although Gorebyss is the very picture of elegance and beauty
while swimming, it is also cruel. When it spots prey, this
Pokémon inserts its thin mouth into the prey’s body and drains
the prey of its body fluids.","2018-07-18 03:14:23","2018-07-18 03:14:23"
369,"It was fortuitously discovered during a deep sea
expedition. Its teeth have atrophied, so it now
survives on microscopic organisms it sucks up.","2018-07-18 04:11:06","2018-07-18 04:11:06"
370,"Loving couples have a soft spot for this
Pokémon, so honeymoon hotels often release
this Pokémon into their pools.","2018-07-18 03:16:09","2018-07-18 03:16:09"
371,"With its steel-hard stone head, it headbutts
indiscriminately. This is because of the stress
it feels at being unable to fly.","2018-07-18 03:15:59","2018-07-18 03:15:59"
372,"They lurk deep within caves—motionless,
neither eating nor drinking. Why they don’t die is
not known.","2018-07-18 03:27:21","2018-07-18 03:27:21"
373,"It flies around on its wings, which have grown in
at last. In its happiness, it gushes hot flames,
burning up the fields it passes over.","2018-07-18 03:02:29","2018-07-18 03:02:29"
374,"With magnetic traction, it pulls its opponents in
close. When they’re in range, it slashes them
with its rear claws.","2018-07-18 03:50:11","2018-07-18 03:50:11"
375,"It adores magnetic minerals, so it pursues
Nosepass at speeds exceeding 60 mph.","2018-07-18 02:58:16","2018-07-18 02:58:16"
376,"A linkage of two Metang, this Pokémon can
perform any calculation in a flash by utilizing
parallel processing in its four brains.","2018-07-18 03:02:37","2018-07-18 03:02:37"
377,"Regirock’s body is composed entirely of rocks. Recently,
a study made the startling discovery that the rocks were all
unearthed from different locations.","2018-07-18 04:11:38","2018-07-18 04:11:38"
378,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit.
Things will freeze solid just by going near this Pokémon.
Its icy body is so cold, it will not melt even if it is immersed
in magma.","2018-07-18 03:15:04","2018-07-18 03:15:04"
379,"Registeel was imprisoned by people in ancient times.
The metal composing its body is thought to be a curious
substance that is not of this earth.","2018-07-18 03:27:58","2018-07-18 03:27:58"
380,"Latias is highly intelligent and capable of understanding
human speech. It is covered with a glass-like down.
The Pokémon enfolds its body with its down and refracts
light to alter its appearance.","2018-07-18 03:49:54","2018-07-18 03:49:54"
381,"Latios will only open its heart to a Trainer with a
compassionate spirit. This Pokémon can fly faster than a
jet plane by folding its forelegs to minimize air resistance.","2018-07-18 03:03:22","2018-07-18 03:03:22"
382,"Kyogre is said to be the personification of the sea itself.
Legends tell of its many clashes against Groudon,
as each sought to gain the power of nature.","2018-07-18 03:27:19","2018-07-18 03:27:19"
383,"Through Primal Reversion and with nature’s full power,
it will take back its true form. It can cause magma to
erupt and expand the landmass of the world.","2018-07-18 03:27:28","2018-07-18 03:27:28"
384,"It flies forever through the ozone layer, consuming
meteoroids for sustenance. The many meteoroids
in its body provide the energy it needs to Mega Evolve.","2018-07-18 03:27:48","2018-07-18 03:27:48"
385,"Jirachi will awaken from its sleep of a thousand years if you
sing to it in a voice of purity. It is said to make true any wish
that people desire.","2018-07-18 02:57:58","2018-07-18 02:57:58"
386,"Deoxys emerged from a virus that came from space. It is highly
intelligent and wields psychokinetic powers. This Pokémon
shoots lasers from the crystalline organ on its chest.","2018-07-18 04:11:10","2018-07-18 04:11:10"
387,"It undertakes photosynthesis with its body, making
oxygen. The leaf on its head wilts if it is thirsty.","2018-07-18 02:58:11","2018-07-18 02:58:11"
388,"It knows where pure water wells up. It carries fellow
Pokémon there on its back.","2018-07-18 03:15:21","2018-07-18 03:15:21"
389,"Small Pokémon occasionally gather on its unmoving
back to begin building their nests.","2018-07-18 03:27:12","2018-07-18 03:27:12"
390,"The gas made in its belly burns from its rear end.
The fire burns weakly when it feels sick.","2018-07-18 03:02:00","2018-07-18 03:02:00"
391,"It uses ceilings and walls to launch aerial attacks.
Its fiery tail is but one weapon.","2018-07-18 04:11:13","2018-07-18 04:11:13"
392,"It tosses its enemies around with agility. It uses all
its limbs to fight in its own unique style.","2018-07-18 03:01:50","2018-07-18 03:01:50"
393,"Because it is very proud, it hates accepting food
from people. Its thick down guards it from cold.","2018-07-18 04:08:17","2018-07-18 04:08:17"
394,"It lives a solitary life. Its wings deliver wicked blows
that can snap even the thickest of trees.","2018-07-18 04:10:19","2018-07-18 04:10:19"
395,"The three horns that extend from its beak attest to
its power. The leader has the biggest horns.","2018-07-18 02:57:55","2018-07-18 02:57:55"
396,"They flock around mountains and fields, chasing
after bug Pokémon. Their singing is noisy
and annoying.","2018-07-18 04:11:15","2018-07-18 04:11:15"
397,"It lives in forests and fields. Squabbles over
territory occur when flocks collide.","2018-07-18 04:11:05","2018-07-18 04:11:05"
398,"When Staravia evolve into Staraptor, they leave the
flock to live alone. They have sturdy wings.","2018-07-18 04:11:10","2018-07-18 04:11:10"
399,"It constantly gnaws on logs and rocks to whittle
down its front teeth. It nests alongside water.","2018-07-18 03:02:45","2018-07-18 03:02:45"
400,"It makes its nest by damming streams with bark and
mud. It is known as an industrious worker.","2018-07-18 03:27:40","2018-07-18 03:27:40"
401,"When its antennae hit each other, it sounds like the
music of a xylophone.","2018-07-18 04:10:35","2018-07-18 04:10:35"
402,"It signals its emotions with its melodies. Scientists
are studying these melodic patterns.","2018-07-18 03:27:16","2018-07-18 03:27:16"
403,"All of its fur dazzles if danger is sensed. It flees
while the foe is momentarily blinded.","2018-07-18 03:27:39","2018-07-18 03:27:39"
404,"Strong electricity courses through the tips of its
sharp claws. A light scratch causes fainting in foes.","2018-07-18 02:57:22","2018-07-18 02:57:22"
405,"Luxray’s ability to see through objects comes in
handy when it’s scouting for danger.","2018-07-18 03:14:33","2018-07-18 03:14:33"
406,"Over the winter, it closes its bud and endures the
cold. In spring, the bud opens and releases pollen.","2018-07-18 04:08:51","2018-07-18 04:08:51"
407,"With the movements of a dancer, it strikes with
whips that are densely lined with poison thorns.","2018-07-18 02:58:05","2018-07-18 02:58:05"
408,"In rock layers where Cranidos fossils are found,
the fossilized trunks of trees snapped in two
are also often found.","2018-07-18 04:08:20","2018-07-18 04:08:20"
409,"Records exist of a revived fossil that evolved
into Rampardos. It proceeded to escape and
then destroy a skyscraper with a headbutt.","2018-07-18 03:14:33","2018-07-18 03:14:33"
410,"This Pokémon lived in primeval jungles. Few
enemies would have been willing to square off
against its heavily armored face, so it’s thought.","2018-07-18 03:26:47","2018-07-18 03:26:47"
411,"It lived in the same environments as Rampardos.
Their fossils have been found together—
seemingly from after they’d fought to the finish.","2018-07-18 02:57:57","2018-07-18 02:57:57"
412,"If its cloak is broken in battle, it quickly remakes
the cloak with materials nearby.","2018-07-18 03:50:41","2018-07-18 03:50:41"
413,"When Burmy evolved, its cloak became a part of
this Pokémon’s body. The cloak is never shed.","2018-07-18 03:02:43","2018-07-18 03:02:43"
414,"It flutters around at night and steals honey from
the Combee hive.","2018-07-18 03:14:51","2018-07-18 03:14:51"
415,"It collects and delivers honey to its colony.
At night, they cluster to form a beehive and sleep.","2018-07-18 03:49:22","2018-07-18 03:49:22"
416,"Its abdomen is a honeycomb for grubs. It raises its
grubs on honey collected by Combee.","2018-07-18 03:14:54","2018-07-18 03:14:54"
417,"A pair may be seen rubbing their cheek pouches
together in an effort to share stored electricity.","2018-07-18 03:49:34","2018-07-18 03:49:34"
418,"It inflates the flotation sac around its neck and
pokes its head out of the water to see what is
going on.","2018-07-18 03:15:15","2018-07-18 03:15:15"
419,"Its flotation sac developed as a result of pursuing
aquatic prey. It can double as a rubber raft.","2018-07-18 03:16:20","2018-07-18 03:16:20"
420,"It evolves by sucking the energy out of the small
ball where it had been storing nutrients.","2018-07-18 04:11:39","2018-07-18 04:11:39"
421,"If it senses strong sunlight, it opens its folded
petals to absorb the sun’s rays with its whole body.","2018-07-18 02:57:24","2018-07-18 02:57:24"
422,"Purple mucus sticks to the hands of anyone
who touches it. Take care, as the substance is
troublesome to wash off. ","2018-07-18 04:11:14","2018-07-18 04:11:14"
423,"Plankton, invisible to the naked eye, is its main
food source. It comes onto the land periodically,
but the reason for this is not known.","2018-07-18 03:27:10","2018-07-18 03:27:10"
424,"To eat, it deftly shucks nuts with its two tails.
It rarely uses its arms now.","2018-07-18 03:49:25","2018-07-18 03:49:25"
425,"If for some reason its body bursts, its soul spills
out with a screaming sound.","2018-07-18 04:11:50","2018-07-18 04:11:50"
426,"Even while under careful observation, large
flocks of Drifblim flying at dusk will inexplicably
disappear from view.","2018-07-18 03:15:08","2018-07-18 03:15:08"
427,"When it senses danger, it perks up its ears.
On cold nights, it sleeps with its head tucked into
its fur.","2018-07-18 03:26:55","2018-07-18 03:26:55"
428,"The ears appear to be delicate. If they are touched
roughly, it kicks with its graceful legs.","2018-07-18 04:11:19","2018-07-18 04:11:19"
429,"Mismagius have been known to cast spells to
make people fall in love, so some people search
for this Pokémon as if their life depended on it.","2018-07-18 03:50:37","2018-07-18 03:50:37"
430,"If its Murkrow cronies fail to catch food for it,
or if it feels they have betrayed it, it will hunt
them down wherever they are and punish them.","2018-07-18 03:15:40","2018-07-18 03:15:40"
431,"When it’s happy, Glameow demonstrates beautiful
movements of its tail, like a dancing ribbon.","2018-07-18 03:26:53","2018-07-18 03:26:53"
432,"To make itself appear intimidatingly beefy, it tightly
cinches its waist with its twin tails.","2018-07-18 02:57:55","2018-07-18 02:57:55"
433,"There is an orb inside its mouth. When it hops,
the orb bounces all over and makes a
ringing sound.","2018-07-18 04:11:14","2018-07-18 04:11:14"
434,"It protects itself by spraying a noxious fluid from its
rear. The stench lingers for 24 hours.","2018-07-18 04:11:12","2018-07-18 04:11:12"
435,"It sprays a stinky fluid from its tail. The fluid smells
worse the longer it is allowed to fester.","2018-07-18 03:27:25","2018-07-18 03:27:25"
436,"Implements shaped like it were discovered in
ancient tombs. It is unknown if they are related.","2018-07-18 02:58:02","2018-07-18 02:58:02"
437,"Ancient people believed that petitioning Bronzong
for rain was the way to make crops grow.","2018-07-18 04:11:12","2018-07-18 04:11:12"
438,"From its eyes, it can expel excess moisture from
its body. This liquid is similar in composition to
human sweat.","2018-07-18 03:50:41","2018-07-18 03:50:41"
439,"It habitually mimics foes. Once mimicked, the foe
cannot take its eyes off this Pokémon.","2018-07-18 03:27:42","2018-07-18 03:27:42"
440,"It’s too small to lay eggs yet. As a surrogate,
it searches out round white stones.","2018-07-18 03:02:34","2018-07-18 03:02:34"
441,"It can learn and speak human words. If they gather,
they all learn the same saying.","2018-07-18 04:08:52","2018-07-18 04:08:52"
442,"It was bound to a fissure in an odd keystone as
punishment for misdeeds 500 years ago.","2018-07-18 03:27:09","2018-07-18 03:27:09"
443,"It skulks in caves, and when prey or an enemy
passes by, it leaps out and chomps them. The
force of its attack sometimes chips its teeth.","2018-07-18 03:02:26","2018-07-18 03:02:26"
444,"Shiny objects are its passion. It can be found in
its cave, scarcely moving, its gaze fixed on the
jewels it’s amassed or Carbink it has caught.","2018-07-18 02:57:23","2018-07-18 02:57:23"
445,"The protuberances on its head serve as
sensors. It can even detect distant prey.","2018-07-18 03:16:11","2018-07-18 03:16:11"
446,"When it finds something that looks like it might
be edible, it goes right ahead and swallows it
whole. That’s why it gets fatter day by day.","2018-07-18 03:27:52","2018-07-18 03:27:52"
447,"It’s tough enough to run right through the night,
and it’s also a hard worker, but it’s still just
a youngster.","2018-07-18 04:10:28","2018-07-18 04:10:28"
448,"They can detect the species of a living being—
and its emotions—from over half a mile away.
They control auras and hunt their prey in packs.","2018-07-18 04:10:17","2018-07-18 04:10:17"
449,"It enshrouds itself with sand to protect itself from
germs. It does not enjoy getting wet.","2018-07-18 03:49:28","2018-07-18 03:49:28"
450,"It blasts internally stored sand from ports on its
body to create a towering twister for attack.","2018-07-18 03:50:57","2018-07-18 03:50:57"
451,"It burrows under the sand to lie in wait for prey.
Its tail claws can inject its prey with a
savage poison.","2018-07-18 03:51:08","2018-07-18 03:51:08"
452,"It has the power in its clawed arms to make scrap
of a car. The tips of its claws release poison.","2018-07-18 04:11:17","2018-07-18 04:11:17"
453,"Inflating its poison sacs, it fills the area with an odd
sound and hits flinching opponents with a
poison jab.","2018-07-18 03:49:27","2018-07-18 03:49:27"
454,"Its knuckle claws secrete a toxin so vile that even a
scratch could prove fatal.","2018-07-18 03:27:23","2018-07-18 03:27:23"
455,"It binds itself to trees in marshes. It attracts prey
with its sweet-smelling drool and gulps them down.","2018-07-18 03:26:53","2018-07-18 03:26:53"
456,"Its double tail fins propel its energetic jumps.
When it breaks the surface of the sea, Wingull
swoop down to grab it on the fly.","2018-07-18 02:57:25","2018-07-18 02:57:25"
457,"This deep-sea Pokémon lives at the bottom of
the sea. Its fins haul it over the seabed in
search of its favorite food—Starmie.","2018-07-18 03:50:11","2018-07-18 03:50:11"
458,"When it swims close to the surface of the ocean,
people aboard ships are able to observe the pattern
on its back.","2018-07-18 04:11:34","2018-07-18 04:11:34"
459,"In the spring, it grows berries with the texture of
frozen treats around its belly.","2018-07-18 04:11:36","2018-07-18 04:11:36"
460,"It lives a quiet life on mountains that are perpetually
covered in snow. It hides itself by whipping
up blizzards.","2018-07-18 03:01:58","2018-07-18 03:01:58"
461,"They dwell in cold places. This Pokémon’s main
food source in Alola is Vulpix and Sandshrew,
which they carefully divide among their group.","2018-07-18 03:50:55","2018-07-18 03:50:55"
462,"As it zooms through the sky, this Pokémon
seems to be receiving signals of unknown origin,
while transmitting signals of unknown purpose.","2018-07-18 03:51:19","2018-07-18 03:51:19"
463,"Their saliva contains lots of components that can
dissolve anything. The numbness caused by their
lick does not dissipate.","2018-07-18 04:11:18","2018-07-18 04:11:18"
464,"It puts rocks in holes in its palms and uses its
muscles to shoot them. Geodude are shot at
rare times.","2018-07-18 03:28:57","2018-07-18 03:28:57"
465,"Its vines grow so profusely that, in the warm
season, you can’t even see its eyes.","2018-07-18 03:16:03","2018-07-18 03:16:03"
466,"When it gets excited, it thumps its chest. With
every thud, thunder roars and electric sparks
shower all around.","2018-07-18 02:57:28","2018-07-18 02:57:28"
467,"From its arm, it launches fireballs hotter than
3,500 degrees Fahrenheit. Its arm starts to
melt when it fires a whole barrage.","2018-07-18 02:57:47","2018-07-18 02:57:47"
468,"It shares many blessings with people who respect
one another’s rights and avoid needless strife.","2018-07-18 03:26:50","2018-07-18 03:26:50"
469,"This six-legged Pokémon is easily capable of
transporting an adult in flight. The wings on its tail
help it stay balanced.","2018-07-18 03:15:19","2018-07-18 03:15:19"
470,"The younger they are, the more they smell like
fresh grass. With age, their fragrance takes on
the odor of fallen leaves.","2018-07-18 02:57:46","2018-07-18 02:57:46"
471,"It freezes its fur into icicles, spiky and sharp,
and tackles its prey.","2018-07-18 03:15:38","2018-07-18 03:15:38"
472,"Its flight is soundless. It uses its lengthy tail to
carry off its prey... Then its elongated fangs do
the rest.","2018-07-18 03:15:39","2018-07-18 03:15:39"
473,"Its impressive tusks are made of ice. The population
thinned when it turned warm after the ice age.","2018-07-18 02:57:31","2018-07-18 02:57:31"
474,"Its program was modified to facilitate
extra-dimensional activities, but that led to
noticeably strange behavior.","2018-07-18 03:50:05","2018-07-18 03:50:05"
475,"A master of courtesy and swordsmanship, it fights
using extending swords on its elbows.","2018-07-18 04:10:27","2018-07-18 04:10:27"
476,"The main body controls three mobile units called
Mini-Noses, which it maneuvers to catch prey.","2018-07-18 04:11:04","2018-07-18 04:11:04"
477,"The antenna on its head captures radio waves from
the world of spirits that command it to take
people there.","2018-07-18 03:51:09","2018-07-18 03:51:09"
478,"The soul of a woman lost on a snowy mountain
possessed an icicle, becoming this Pokémon.
The food it most relishes is the souls of men.","2018-07-18 02:57:29","2018-07-18 02:57:29"
479,"Its body is composed of plasma. It is known to
infiltrate electronic devices and wreak havoc.","2018-07-18 03:16:15","2018-07-18 03:16:15"
480,"It is said that its emergence gave humans the
intelligence to improve their quality of life.","2018-07-18 04:11:39","2018-07-18 04:11:39"
481,"It sleeps at the bottom of a lake. Its spirit is said to
leave its body to fly on the lake’s surface.","2018-07-18 03:49:45","2018-07-18 03:49:45"
482,"It is thought that Uxie, Mesprit, and Azelf all came
from the same egg.","2018-07-18 03:15:10","2018-07-18 03:15:10"
483,"It has the power to control time. It appears in
Sinnoh-region myths as an ancient deity.","2018-07-18 03:51:12","2018-07-18 03:51:12"
484,"It has the ability to distort space. It is described as
a deity in Sinnoh-region mythology.","2018-07-18 03:02:14","2018-07-18 03:02:14"
485,"Boiling blood, like magma, circulates through its
body. It makes its dwelling place in volcanic caves.","2018-07-18 03:27:23","2018-07-18 03:27:23"
486,"There is an enduring legend that states this
Pokémon towed continents with ropes.","2018-07-18 04:11:33","2018-07-18 04:11:33"
487,"It was banished for its violence. It silently gazed
upon the old world from the Distortion World.","2018-07-18 03:49:55","2018-07-18 03:49:55"
488,"Those who sleep holding Cresselia’s feather are
assured of joyful dreams. It is said to represent
the crescent moon.","2018-07-18 04:10:28","2018-07-18 04:10:28"
489,"It drifts in warm seas. It always returns to where it
was born, no matter how far it may have drifted.","2018-07-18 03:27:29","2018-07-18 03:27:29"
490,"It starts its life with a wondrous power that permits
it to bond with any kind of Pokémon.","2018-07-18 02:57:33","2018-07-18 02:57:33"
491,"It can lull people to sleep and make them dream.
It is active during nights of the new moon.","2018-07-18 04:13:15","2018-07-18 04:13:15"
492,"The blooming of Gracidea flowers confers the
power of flight upon it. Feelings of gratitude are
the message it delivers.","2018-07-18 03:02:32","2018-07-18 03:02:32"
493,"It is told in mythology that this Pokémon was born
before the universe even existed.","2018-07-18 02:57:31","2018-07-18 02:57:31"
494,"When it shares the infinite energy it creates,
that being’s entire body will be overflowing
with power.","2018-07-18 03:27:08","2018-07-18 03:27:08"
495,"They photosynthesize by bathing their tails in
sunlight. When they are not feeling well, their
tails droop.","2018-07-18 03:50:38","2018-07-18 03:50:38"
496,"When it gets dirty, its leaves can’t be used in
photosynthesis, so it always keeps itself clean.","2018-07-18 04:11:54","2018-07-18 04:11:54"
497,"It can stop its opponents’ movements with just a
glare. It takes in solar energy and boosts
it internally.","2018-07-18 04:11:42","2018-07-18 04:11:42"
498,"It loves to eat roasted berries, but sometimes it
gets too excited and burns them to a crisp.","2018-07-18 03:27:11","2018-07-18 03:27:11"
499,"When its internal fire flares up, its movements grow
sharper and faster. When in trouble, it emits smoke.","2018-07-18 03:50:25","2018-07-18 03:50:25"
500,"It has mastered fast and powerful fighting moves.
It grows a beard of fire.","2018-07-18 03:27:09","2018-07-18 03:27:09"
501,"It fights using the scalchop on its stomach.
In response to an attack, it retaliates immediately
by slashing.","2018-07-18 03:50:54","2018-07-18 03:50:54"
502,"As a result of strict training, each Dewott learns
different forms for using the scalchops.","2018-07-18 03:50:03","2018-07-18 03:50:03"
503,"One swing of the sword incorporated in its armor
can fell an opponent. A simple glare from one of
them quiets everybody.","2018-07-18 03:51:15","2018-07-18 03:51:15"
504,"Extremely cautious, one of them will always be on
the lookout, but it won’t notice a foe coming
from behind.","2018-07-18 03:15:54","2018-07-18 03:15:54"
505,"When they see an enemy, their tails stand high,
and they spit the seeds of berries stored in their
cheek pouches.","2018-07-18 03:16:07","2018-07-18 03:16:07"
506,"The long fur surrounding its face functions as
radar, enabling it to probe the condition of its
battle opponents.","2018-07-18 03:49:27","2018-07-18 03:49:27"
507,"This Pokémon obeys its master’s orders
faithfully. However, it refuses to listen to
anything said by a person it doesn’t respect.","2018-07-18 03:51:14","2018-07-18 03:51:14"
508,"With this wise Pokémon, there could be no
concern that it would ever attack people. Some
parents even trust it to babysit.","2018-07-18 03:27:44","2018-07-18 03:27:44"
509,"They steal from people for fun, but their victims
can’t help but forgive them. Their deceptively cute
act is perfect.","2018-07-18 04:11:54","2018-07-18 04:11:54"
